Participant,ReadingTime,ItemNumber,RCType,VerbBias,Word,WordNumber,Sentence,WordType,LanguageGroup
1571857144,588,12,Reduced,NounPhrase,was,6,The professor revealed the answer was not correct.,Critical,L1
1571857144,750,12,Reduced,NounPhrase,not,7,The professor revealed the answer was not correct.,PostCritical,L1
1571857144,491,12,Reduced,NounPhrase,correct.,8,The professor revealed the answer was not correct.,Ignore,L1
1571857144,361,24,Reduced,Sentence,The,1,The apprentice realized the skill was quite marketable.,Ignore,L1
1571857144,942,24,Reduced,Sentence,apprentice,2,The apprentice realized the skill was quite marketable.,Ignore,L1
1571857144,497,24,Reduced,Sentence,realized,3,The apprentice realized the skill was quite marketable.,Ignore,L1
1571857144,429,24,Reduced,Sentence,the,4,The apprentice realized the skill was quite marketable.,Ignore,L1
1571857144,540,24,Reduced,Sentence,skill,5,The apprentice realized the skill was quite marketable.,Ignore,L1
1571857144,460,24,Reduced,Sentence,was,6,The apprentice realized the skill was quite marketable.,Critical,L1
1571857144,792,24,Reduced,Sentence,quite,7,The apprentice realized the skill was quite marketable.,PostCritical,L1
1571857144,1219,24,Reduced,Sentence,marketable.,8,The apprentice realized the skill was quite marketable.,Ignore,L1
1571857144,322,23,Full,NounPhrase,The,1,The student learned that the language was spoken only in one province.,Ignore,L1
1571857144,450,23,Full,NounPhrase,student,2,The student learned that the language was spoken only in one province.,Ignore,L1
1571857144,508,23,Full,NounPhrase,learned,3,The student learned that the language was spoken only in one province.,Ignore,L1
1571857144,541,23,Full,NounPhrase,that,4,The student learned that the language was spoken only in one province.,Ignore,L1
1571857144,419,23,Full,NounPhrase,the,5,The student learned that the language was spoken only in one province.,Ignore,L1
1571857144,540,23,Full,NounPhrase,language,6,The student learned that the language was spoken only in one province.,Ignore,L1
1571857144,430,23,Full,NounPhrase,was,7,The student learned that the language was spoken only in one province.,Critical,L1
1571857144,491,23,Full,NounPhrase,spoken,8,The student learned that the language was spoken only in one province.,PostCritical,L1
1571857144,519,23,Full,NounPhrase,only,9,The student learned that the language was spoken only in one province.,Ignore,L1
1571857144,440,23,Full,NounPhrase,in,10,The student learned that the language was spoken only in one province.,Ignore,L1
1571857144,370,23,Full,NounPhrase,one,11,The student learned that the language was spoken only in one province.,Ignore,L1
1571857144,810,23,Full,NounPhrase,province.,12,The student learned that the language was spoken only in one province.,Ignore,L1
1571857144,371,15,Full,Sentence,The,1,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1571857144,460,15,Full,Sentence,author,2,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1571857144,1190,15,Full,Sentence,boasted,3,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1571857144,488,15,Full,Sentence,that,4,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1571857144,460,15,Full,Sentence,the,5,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1571857144,620,15,Full,Sentence,novel,6,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1571857144,541,15,Full,Sentence,was,7,The author boasted that the novel was likely to be a best-seller.,Critical,L1
1571857144,660,15,Full,Sentence,likely,8,The author boasted that the novel was likely to be a best-seller.,PostCritical,L1
1571857144,449,15,Full,Sentence,to,9,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1571857144,521,15,Full,Sentence,be,10,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1571857144,349,15,Full,Sentence,a,11,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1571857144,1072,15,Full,Sentence,best-seller.,12,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1571857144,389,10,Reduced,NounPhrase,Mr.,1,Mr. Smith remembered the directions would need to be changed.,Ignore,L1
1571857144,550,10,Reduced,NounPhrase,Smith,2,Mr. Smith remembered the directions would need to be changed.,Ignore,L1
1571857144,501,10,Reduced,NounPhrase,remembered,3,Mr. Smith remembered the directions would need to be changed.,Ignore,L1
1571857144,448,10,Reduced,NounPhrase,the,4,Mr. Smith remembered the directions would need to be changed.,Ignore,L1
1571857144,602,10,Reduced,NounPhrase,directions,5,Mr. Smith remembered the directions would need to be changed.,Ignore,L1
1571857144,569,10,Reduced,NounPhrase,would,6,Mr. Smith remembered the directions would need to be changed.,Critical,L1
1571857144,630,10,Reduced,NounPhrase,need,7,Mr. Smith remembered the directions would need to be changed.,PostCritical,L1
1571857144,460,10,Reduced,NounPhrase,to,8,Mr. Smith remembered the directions would need to be changed.,Ignore,L1
1571857144,410,10,Reduced,NounPhrase,be,9,Mr. Smith remembered the directions would need to be changed.,Ignore,L1
1571857144,400,10,Reduced,NounPhrase,changed.,10,Mr. Smith remembered the directions would need to be changed.,Ignore,L1
1571857144,390,18,Reduced,Sentence,The,1,The man wished the award would go to his brother.,Ignore,L1
1571857144,539,18,Reduced,Sentence,man,2,The man wished the award would go to his brother.,Ignore,L1
1571857144,559,18,Reduced,Sentence,wished,3,The man wished the award would go to his brother.,Ignore,L1
1571857144,611,18,Reduced,Sentence,the,4,The man wished the award would go to his brother.,Ignore,L1
1571857144,1040,18,Reduced,Sentence,award,5,The man wished the award would go to his brother.,Ignore,L1
1571857144,560,18,Reduced,Sentence,would,6,The man wished the award would go to his brother.,Critical,L1
1571857144,401,18,Reduced,Sentence,go,7,The man wished the award would go to his brother.,PostCritical,L1
1571857144,559,18,Reduced,Sentence,to,8,The man wished the award would go to his brother.,Ignore,L1
1571857144,351,18,Reduced,Sentence,his,9,The man wished the award would go to his brother.,Ignore,L1
1571857144,508,18,Reduced,Sentence,brother.,10,The man wished the award would go to his brother.,Ignore,L1
1571857144,442,17,Full,NounPhrase,The,1,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1571857144,670,17,Full,NounPhrase,defendant,2,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1571857144,518,17,Full,NounPhrase,accepted,3,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1571857144,470,17,Full,NounPhrase,that,4,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1571857144,480,17,Full,NounPhrase,the,5,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1571857144,591,17,Full,NounPhrase,verdict,6,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1571857144,949,17,Full,NounPhrase,would,7,The defendant accepted that the verdict would be decided soon.,Critical,L1
1571857144,469,17,Full,NounPhrase,be,8,The defendant accepted that the verdict would be decided soon.,PostCritical,L1
1571857144,571,17,Full,NounPhrase,decided,9,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1571857144,709,17,Full,NounPhrase,soon.,10,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1571857144,490,25,Full,Sentence,The,1,The teacher implied that the answer was very complicated.,Ignore,L1
1571857144,511,25,Full,Sentence,teacher,2,The teacher implied that the answer was very complicated.,Ignore,L1
1571857144,469,25,Full,Sentence,implied,3,The teacher implied that the answer was very complicated.,Ignore,L1
1571857144,370,25,Full,Sentence,that,4,The teacher implied that the answer was very complicated.,Ignore,L1
1571857144,420,25,Full,Sentence,the,5,The teacher implied that the answer was very complicated.,Ignore,L1
1571857144,530,25,Full,Sentence,answer,6,The teacher implied that the answer was very complicated.,Ignore,L1
1571857144,390,25,Full,Sentence,was,7,The teacher implied that the answer was very complicated.,Critical,L1
1571857144,390,25,Full,Sentence,very,8,The teacher implied that the answer was very complicated.,PostCritical,L1
1571857144,521,25,Full,Sentence,complicated.,9,The teacher implied that the answer was very complicated.,Ignore,L1
1571857144,280,26,Reduced,NounPhrase,The,1,The poet recalled his childhood was very unhappy.,Ignore,L1
1571857144,390,26,Reduced,NounPhrase,poet,2,The poet recalled his childhood was very unhappy.,Ignore,L1
1571857144,400,26,Reduced,NounPhrase,recalled,3,The poet recalled his childhood was very unhappy.,Ignore,L1
1571857144,390,26,Reduced,NounPhrase,his,4,The poet recalled his childhood was very unhappy.,Ignore,L1
1571857144,570,26,Reduced,NounPhrase,childhood,5,The poet recalled his childhood was very unhappy.,Ignore,L1
1571857144,540,26,Reduced,NounPhrase,was,6,The poet recalled his childhood was very unhappy.,Critical,L1
1571857144,540,26,Reduced,NounPhrase,very,7,The poet recalled his childhood was very unhappy.,PostCritical,L1
1571857144,480,26,Reduced,NounPhrase,unhappy.,8,The poet recalled his childhood was very unhappy.,Ignore,L1
1571857144,390,22,Reduced,Sentence,The,1,The woman hoped the address was in the directory.,Ignore,L1
1571857144,580,22,Reduced,Sentence,woman,2,The woman hoped the address was in the directory.,Ignore,L1
1571857144,601,22,Reduced,Sentence,hoped,3,The woman hoped the address was in the directory.,Ignore,L1
1571857144,459,22,Reduced,Sentence,the,4,The woman hoped the address was in the directory.,Ignore,L1
1571857144,780,22,Reduced,Sentence,address,5,The woman hoped the address was in the directory.,Ignore,L1
1571857144,670,22,Reduced,Sentence,was,6,The woman hoped the address was in the directory.,Critical,L1
1571857144,448,22,Reduced,Sentence,in,7,The woman hoped the address was in the directory.,PostCritical,L1
1571857144,321,22,Reduced,Sentence,the,8,The woman hoped the address was in the directory.,Ignore,L1
1571857144,399,22,Reduced,Sentence,directory.,9,The woman hoped the address was in the directory.,Ignore,L1
1571857144,280,21,Full,NounPhrase,The,1,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,300,21,Full,NounPhrase,student,2,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,500,21,Full,NounPhrase,forgot,3,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,351,21,Full,NounPhrase,that,4,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,350,21,Full,NounPhrase,the,5,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,390,21,Full,NounPhrase,solution,6,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,439,21,Full,NounPhrase,was,7,The student forgot that the solution was in the back of the book.,Critical,L1
1571857144,440,21,Full,NounPhrase,in,8,The student forgot that the solution was in the back of the book.,PostCritical,L1
1571857144,411,21,Full,NounPhrase,the,9,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,450,21,Full,NounPhrase,back,10,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,340,21,Full,NounPhrase,of,11,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,400,21,Full,NounPhrase,the,12,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,360,21,Full,NounPhrase,book.,13,The student forgot that the solution was in the back of the book.,Ignore,L1
1571857144,489,11,Full,Sentence,The,1,The general pretended that the weapon was ready to be used.,Ignore,L1
1571857144,301,11,Full,Sentence,general,2,The general pretended that the weapon was ready to be used.,Ignore,L1
1571857144,499,11,Full,Sentence,pretended,3,The general pretended that the weapon was ready to be used.,Ignore,L1
1571857144,890,11,Full,Sentence,that,4,The general pretended that the weapon was ready to be used.,Ignore,L1
1571857144,352,11,Full,Sentence,the,5,The general pretended that the weapon was ready to be used.,Ignore,L1
1571857144,469,11,Full,Sentence,weapon,6,The general pretended that the weapon was ready to be used.,Ignore,L1
1571857144,330,11,Full,Sentence,was,7,The general pretended that the weapon was ready to be used.,Critical,L1
1571857144,459,11,Full,Sentence,ready,8,The general pretended that the weapon was ready to be used.,PostCritical,L1
1571857144,351,11,Full,Sentence,to,9,The general pretended that the weapon was ready to be used.,Ignore,L1
1571857144,551,11,Full,Sentence,be,10,The general pretended that the weapon was ready to be used.,Ignore,L1
1571857144,390,11,Full,Sentence,used.,11,The general pretended that the weapon was ready to be used.,Ignore,L1
1571857144,350,16,Reduced,NounPhrase,The,1,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1571857144,430,16,Reduced,NounPhrase,lawyer,2,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1571857144,540,16,Reduced,NounPhrase,wrote,3,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1571857144,470,16,Reduced,NounPhrase,the,4,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1571857144,551,16,Reduced,NounPhrase,memo,5,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1571857144,620,16,Reduced,NounPhrase,was,6,The lawyer wrote the memo was from the president of the company.,Critical,L1
1571857144,549,16,Reduced,NounPhrase,from,7,The lawyer wrote the memo was from the president of the company.,PostCritical,L1
1571857144,510,16,Reduced,NounPhrase,the,8,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1571857144,690,16,Reduced,NounPhrase,president,9,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1571857144,452,16,Reduced,NounPhrase,of,10,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1571857144,478,16,Reduced,NounPhrase,the,11,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1571857144,581,16,Reduced,NounPhrase,company.,12,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1571857144,340,8,Reduced,Sentence,The,1,The scientist insisted the hypothesis was being studied.,Ignore,L1
1571857144,463,8,Reduced,Sentence,scientist,2,The scientist insisted the hypothesis was being studied.,Ignore,L1
1571857144,399,8,Reduced,Sentence,insisted,3,The scientist insisted the hypothesis was being studied.,Ignore,L1
1571857144,959,8,Reduced,Sentence,the,4,The scientist insisted the hypothesis was being studied.,Ignore,L1
1571857144,409,8,Reduced,Sentence,hypothesis,5,The scientist insisted the hypothesis was being studied.,Ignore,L1
1571857144,511,8,Reduced,Sentence,was,6,The scientist insisted the hypothesis was being studied.,Critical,L1
1571857144,398,8,Reduced,Sentence,being,7,The scientist insisted the hypothesis was being studied.,PostCritical,L1
1571857144,451,8,Reduced,Sentence,studied.,8,The scientist insisted the hypothesis was being studied.,Ignore,L1
1571857144,418,7,Full,NounPhrase,The,1,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1571857144,570,7,Full,NounPhrase,waiter,2,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1571857144,531,7,Full,NounPhrase,confirmed,3,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1571857144,570,7,Full,NounPhrase,that,4,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1571857144,538,7,Full,NounPhrase,the,5,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1571857144,622,7,Full,NounPhrase,reservation,6,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1571857144,500,7,Full,NounPhrase,was,7,The waiter confirmed that the reservation was made yesterday.,Critical,L1
1571857144,439,7,Full,NounPhrase,made,8,The waiter confirmed that the reservation was made yesterday.,PostCritical,L1
1571857144,461,7,Full,NounPhrase,yesterday.,9,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1572828744,586,9,Full,Sentence,The,1,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1572828744,881,9,Full,Sentence,chef,2,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1572828744,646,9,Full,Sentence,claimed,3,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1572828744,592,9,Full,Sentence,that,4,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1572828744,644,9,Full,Sentence,the,5,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1572828744,537,9,Full,Sentence,recipe,6,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1572828744,546,9,Full,Sentence,would,7,The chef claimed that the recipe would require using fresh basil.,Critical,L1
1572828744,538,9,Full,Sentence,require,8,The chef claimed that the recipe would require using fresh basil.,PostCritical,L1
1572828744,479,9,Full,Sentence,using,9,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1572828744,720,9,Full,Sentence,fresh,10,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1572828744,440,9,Full,Sentence,basil.,11,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1572828744,571,16,Reduced,NounPhrase,The,1,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1572828744,638,16,Reduced,NounPhrase,lawyer,2,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1572828744,1250,16,Reduced,NounPhrase,wrote,3,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1572828744,543,16,Reduced,NounPhrase,the,4,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1572828744,472,16,Reduced,NounPhrase,memo,5,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1572828744,716,16,Reduced,NounPhrase,was,6,The lawyer wrote the memo was from the president of the company.,Critical,L1
1572828744,848,16,Reduced,NounPhrase,from,7,The lawyer wrote the memo was from the president of the company.,PostCritical,L1
1572828744,460,16,Reduced,NounPhrase,the,8,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1572828744,831,16,Reduced,NounPhrase,president,9,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1572828744,504,16,Reduced,NounPhrase,of,10,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1572828744,466,16,Reduced,NounPhrase,the,11,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1572828744,1056,16,Reduced,NounPhrase,company.,12,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1572828744,996,14,Reduced,Sentence,The,1,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1572828744,741,14,Reduced,Sentence,attorney,2,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1572828744,915,14,Reduced,Sentence,hinted,3,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1572828744,708,14,Reduced,Sentence,the,4,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1572828744,676,14,Reduced,Sentence,defendant,5,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1572828744,1634,14,Reduced,Sentence,was,6,The attorney hinted the defendant was planning to jump bail.,Critical,L1
1572828744,815,14,Reduced,Sentence,planning,7,The attorney hinted the defendant was planning to jump bail.,PostCritical,L1
1572828744,585,14,Reduced,Sentence,to,8,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1572828744,564,14,Reduced,Sentence,jump,9,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1572828744,518,14,Reduced,Sentence,bail.,10,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1572828744,1310,23,Full,NounPhrase,The,1,The student learned that the language was spoken only in one province.,Ignore,L1
1572828744,932,23,Full,NounPhrase,student,2,The student learned that the language was spoken only in one province.,Ignore,L1
1572828744,545,23,Full,NounPhrase,learned,3,The student learned that the language was spoken only in one province.,Ignore,L1
1572828744,382,23,Full,NounPhrase,that,4,The student learned that the language was spoken only in one province.,Ignore,L1
1572828744,743,23,Full,NounPhrase,the,5,The student learned that the language was spoken only in one province.,Ignore,L1
1572828744,694,23,Full,NounPhrase,language,6,The student learned that the language was spoken only in one province.,Ignore,L1
1572828744,742,23,Full,NounPhrase,was,7,The student learned that the language was spoken only in one province.,Critical,L1
1572828744,710,23,Full,NounPhrase,spoken,8,The student learned that the language was spoken only in one province.,PostCritical,L1
1572828744,1455,23,Full,NounPhrase,only,9,The student learned that the language was spoken only in one province.,Ignore,L1
1572828744,702,23,Full,NounPhrase,in,10,The student learned that the language was spoken only in one province.,Ignore,L1
1572828744,1581,23,Full,NounPhrase,one,11,The student learned that the language was spoken only in one province.,Ignore,L1
1572828744,724,23,Full,NounPhrase,province.,12,The student learned that the language was spoken only in one province.,Ignore,L1
1572828744,382,19,Full,Sentence,The,1,The gardener decided that the lawn was in good shape.,Ignore,L1
1572828744,670,19,Full,Sentence,gardener,2,The gardener decided that the lawn was in good shape.,Ignore,L1
1572828744,415,19,Full,Sentence,decided,3,The gardener decided that the lawn was in good shape.,Ignore,L1
1572828744,395,19,Full,Sentence,that,4,The gardener decided that the lawn was in good shape.,Ignore,L1
1572828744,376,19,Full,Sentence,the,5,The gardener decided that the lawn was in good shape.,Ignore,L1
1572828744,365,19,Full,Sentence,lawn,6,The gardener decided that the lawn was in good shape.,Ignore,L1
1572828744,326,19,Full,Sentence,was,7,The gardener decided that the lawn was in good shape.,Critical,L1
1572828744,391,19,Full,Sentence,in,8,The gardener decided that the lawn was in good shape.,PostCritical,L1
1572828744,381,19,Full,Sentence,good,9,The gardener decided that the lawn was in good shape.,Ignore,L1
1572828744,342,19,Full,Sentence,shape.,10,The gardener decided that the lawn was in good shape.,Ignore,L1
1572828744,1131,20,Reduced,NounPhrase,The,1,The mechanic maintained the engine was working reliably.,Ignore,L1
1572828744,623,20,Reduced,NounPhrase,mechanic,2,The mechanic maintained the engine was working reliably.,Ignore,L1
1572828744,643,20,Reduced,NounPhrase,maintained,3,The mechanic maintained the engine was working reliably.,Ignore,L1
1572828744,376,20,Reduced,NounPhrase,the,4,The mechanic maintained the engine was working reliably.,Ignore,L1
1572828744,599,20,Reduced,NounPhrase,engine,5,The mechanic maintained the engine was working reliably.,Ignore,L1
1572828744,907,20,Reduced,NounPhrase,was,6,The mechanic maintained the engine was working reliably.,Critical,L1
1572828744,452,20,Reduced,NounPhrase,working,7,The mechanic maintained the engine was working reliably.,PostCritical,L1
1572828744,601,20,Reduced,NounPhrase,reliably.,8,The mechanic maintained the engine was working reliably.,Ignore,L1
1572828744,746,18,Reduced,Sentence,The,1,The man wished the award would go to his brother.,Ignore,L1
1572828744,898,18,Reduced,Sentence,man,2,The man wished the award would go to his brother.,Ignore,L1
1572828744,641,18,Reduced,Sentence,wished,3,The man wished the award would go to his brother.,Ignore,L1
1572828744,741,18,Reduced,Sentence,the,4,The man wished the award would go to his brother.,Ignore,L1
1572828744,632,18,Reduced,Sentence,award,5,The man wished the award would go to his brother.,Ignore,L1
1572828744,508,18,Reduced,Sentence,would,6,The man wished the award would go to his brother.,Critical,L1
1572828744,660,18,Reduced,Sentence,go,7,The man wished the award would go to his brother.,PostCritical,L1
1572828744,595,18,Reduced,Sentence,to,8,The man wished the award would go to his brother.,Ignore,L1
1572828744,499,18,Reduced,Sentence,his,9,The man wished the award would go to his brother.,Ignore,L1
1572828744,431,18,Reduced,Sentence,brother.,10,The man wished the award would go to his brother.,Ignore,L1
1572828744,896,17,Full,NounPhrase,The,1,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1572828744,640,17,Full,NounPhrase,defendant,2,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1572828744,552,17,Full,NounPhrase,accepted,3,The defendant accepted that the verdict would be decided soon.,Ignore,L1
1572828744,433,17,Full,NounPhrase,that,4,The defendant accepted that the verdict would be decided soon.,Ignore,L1
